# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-01-31 19:53:42 EST       (nadww01)
#
# US Geological Survey groundwater levels
#
# Data for the following 1 site(s) are contained in this file
#    USGS 363033101440701 01N-12E-35 BDD 1        Texhoma GW Well 
# -----------------------------------------------------------------------------------
#
# The fields in this file include:
# ---------------------------------
# agency_cd     Agency code
# site_no       USGS site number
# site_tp_cd    Site type code
# lev_dt        Date level measured
# lev_tm        Time level measured
# lev_tz_cd     Time datum
# lev_va        Water-level value in feet below land surface
# sl_lev_va     Water-level value in feet above specific vertical datum
# sl_datum_cd   Referenced vertical datum
# lev_status_cd Status
# lev_agency_cd Measuring agency
# lev_dt_acy_cd Water-level date-time accuracy
# lev_acy_cd    Water-level accuracy
# lev_src_cd    Source of measurement
# lev_meth_cd   Method of measurement
# lev_age_cd    Water-level approval status
#
# Referenced agency codes (lev_agency_cd) included in this output:
#
#     ""         Not determined
#     USGS       U.S. Geological Survey
#
# Referenced site type codes (site_tp_cd) included in this output:
#
#     GW         Well
#
# Referenced water-level site status codes (lev_status_cd) included in this output:
#
#     ""         The reported water-level measurement represents a static level
#     P          Site was being pumped.
#     Z          Other conditions existed that would affect the measured water level (explain in remarks).
#
# Referenced water-level date-time accuracy codes (lev_dt_acy_cd) included in this output:
#
#     D          Date is accurate to the Day
#     m          Date is accurate to the Minute
#
# Referenced water-level accuracy codes (lev_acy_cd) included in this output:
#
#     ""         Not determined
#     2          Water level accuracy to nearest hundredth of a foot
#
# Referenced source of measurement codes (lev_src_cd) included in this output:
#
#     S          Measured by personnel of reporting agency.
#     U          Source is unknown.
#
# Referenced method of measurement codes (lev_meth_cd) included in this output:
#
#     B          Analog or graphic recorder.
#     S          Steel-tape measurement.
#     U           Unknown method.
#
# Referenced water-level approval-status codes (lev_age_cd) included in this output:
#
#     A          Approved for publication -- Processing and review completed.
#     P          Provisional data subject to revision.
#
agency_cd	site_no	site_tp_cd	lev_dt	lev_tm	lev_tz_cd	lev_va	sl_lev_va	sl_datum_cd	lev_status_cd	lev_agency_cd	lev_dt_acy_cd	lev_acy_cd	lev_src_cd	lev_meth_cd	lev_age_cd
USGS	363033101440701	GW	1957-04-30			189.08					D	2	U	B	A
USGS	363033101440701	GW	1957-05-05			189.17					D	2	U	B	A
USGS	363033101440701	GW	1957-05-10			189.10					D	2	U	B	A
USGS	363033101440701	GW	1957-05-15			189.06					D	2	U	B	A
USGS	363033101440701	GW	1957-05-20			188.80					D	2	U	B	A
USGS	363033101440701	GW	1957-05-25			189.19					D	2	U	B	A
USGS	363033101440701	GW	1957-05-31			189.09					D	2	U	B	A
USGS	363033101440701	GW	1957-06-05			189.04					D	2	U	B	A
USGS	363033101440701	GW	1957-06-10			188.98					D	2	U	B	A
USGS	363033101440701	GW	1957-06-15			189.00					D	2	U	B	A
USGS	363033101440701	GW	1957-06-20			188.98					D	2	U	B	A
USGS	363033101440701	GW	1957-06-25			188.95					D	2	U	B	A
USGS	363033101440701	GW	1957-06-30			189.10					D	2	U	B	A
USGS	363033101440701	GW	1957-07-05			189.04					D	2	U	B	A
USGS	363033101440701	GW	1957-08-05			189.17					D	2	U	B	A
USGS	363033101440701	GW	1957-08-10			189.07					D	2	U	B	A
USGS	363033101440701	GW	1957-08-15			189.08					D	2	U	B	A
USGS	363033101440701	GW	1957-08-20			189.08					D	2	U	B	A
USGS	363033101440701	GW	1957-08-25			189.00					D	2	U	B	A
USGS	363033101440701	GW	1957-08-31			189.10					D	2	U	B	A
USGS	363033101440701	GW	1957-09-05			189.09					D	2	U	B	A
USGS	363033101440701	GW	1957-09-10			189.05					D	2	U	B	A
USGS	363033101440701	GW	1957-09-15			189.08					D	2	U	B	A
USGS	363033101440701	GW	1957-09-20			189.06					D	2	U	B	A
USGS	363033101440701	GW	1957-09-25			189.07					D	2	U	B	A
USGS	363033101440701	GW	1957-09-30			189.07					D	2	U	B	A
USGS	363033101440701	GW	1957-10-05			189.09					D	2	U	B	A
USGS	363033101440701	GW	1957-10-10			189.23					D	2	U	B	A
USGS	363033101440701	GW	1957-10-15			189.10					D	2	U	B	A
USGS	363033101440701	GW	1957-10-20			189.11					D	2	U	B	A
USGS	363033101440701	GW	1957-10-25			189.22					D	2	U	B	A
USGS	363033101440701	GW	1957-10-31			189.03					D	2	U	B	A
USGS	363033101440701	GW	1957-11-05			189.15					D	2	U	B	A
USGS	363033101440701	GW	1957-11-10			189.19					D	2	U	B	A
USGS	363033101440701	GW	1957-11-15			189.13					D	2	U	B	A
USGS	363033101440701	GW	1957-11-20			189.28					D	2	U	B	A
USGS	363033101440701	GW	1957-11-25			189.07					D	2	U	B	A
USGS	363033101440701	GW	1957-11-30			189.36					D	2	U	B	A
USGS	363033101440701	GW	1957-12-05			188.99					D	2	U	B	A
USGS	363033101440701	GW	1957-12-10			189.35					D	2	U	B	A
USGS	363033101440701	GW	1957-12-15			189.14					D	2	U	B	A
USGS	363033101440701	GW	1957-12-20			189.18					D	2	U	B	A
USGS	363033101440701	GW	1957-12-25			189.22					D	2	U	B	A
USGS	363033101440701	GW	1957-12-31			189.05					D	2	U	B	A
USGS	363033101440701	GW	1958-01-05			189.30					D	2	U	B	A
USGS	363033101440701	GW	1958-01-10			189.13					D	2	U	B	A
USGS	363033101440701	GW	1958-01-15			189.23					D	2	U	B	A
USGS	363033101440701	GW	1958-01-20			189.06					D	2	U	B	A
USGS	363033101440701	GW	1958-01-25			189.08					D	2	U	B	A
USGS	363033101440701	GW	1958-01-31			189.08					D	2	U	B	A
USGS	363033101440701	GW	1958-02-05			189.09					D	2	U	B	A
USGS	363033101440701	GW	1958-02-10			189.12					D	2	U	B	A
USGS	363033101440701	GW	1958-02-15			189.18					D	2	U	B	A
USGS	363033101440701	GW	1958-02-20			189.11					D	2	U	B	A
USGS	363033101440701	GW	1958-02-25			189.09					D	2	U	B	A
USGS	363033101440701	GW	1958-03-05			189.12					D	2	U	B	A
USGS	363033101440701	GW	1958-03-10			189.25					D	2	U	B	A
USGS	363033101440701	GW	1958-03-15			189.12					D	2	U	B	A
USGS	363033101440701	GW	1958-03-20			189.17					D	2	U	B	A
USGS	363033101440701	GW	1958-03-25			189.11					D	2	U	B	A
USGS	363033101440701	GW	1958-03-27			189.01					D	2	U	S	A
USGS	363033101440701	GW	1958-03-31			189.17					D	2	U	B	A
USGS	363033101440701	GW	1958-04-05			189.15					D	2	U	B	A
USGS	363033101440701	GW	1958-04-10			189.24					D	2	U	B	A
USGS	363033101440701	GW	1958-04-15			189.12					D	2	U	B	A
USGS	363033101440701	GW	1958-04-20			189.14					D	2	U	B	A
USGS	363033101440701	GW	1958-04-25			189.32					D	2	U	B	A
USGS	363033101440701	GW	1958-04-30			189.24					D	2	U	B	A
USGS	363033101440701	GW	1958-05-02			188.95					D	2	U	S	A
USGS	363033101440701	GW	1958-05-05			189.21					D	2	U	B	A
USGS	363033101440701	GW	1958-05-10			189.12					D	2	U	B	A
USGS	363033101440701	GW	1958-05-15			189.23					D	2	U	B	A
USGS	363033101440701	GW	1958-05-20			189.16					D	2	U	B	A
USGS	363033101440701	GW	1958-05-25			189.19					D	2	U	B	A
USGS	363033101440701	GW	1958-05-31			189.00					D	2	U	B	A
USGS	363033101440701	GW	1958-06-02			189.18					D	2	U	S	A
USGS	363033101440701	GW	1958-06-05			189.33					D	2	U	B	A
USGS	363033101440701	GW	1958-06-10			189.08					D	2	U	B	A
USGS	363033101440701	GW	1958-06-15			189.24					D	2	U	B	A
USGS	363033101440701	GW	1958-06-20			189.16					D	2	U	B	A
USGS	363033101440701	GW	1958-06-25			189.33					D	2	U	B	A
USGS	363033101440701	GW	1958-06-30			189.09					D	2	U	B	A
USGS	363033101440701	GW	1958-07-05			189.21					D	2	U	B	A
USGS	363033101440701	GW	1958-07-10			189.13					D	2	U	B	A
USGS	363033101440701	GW	1958-07-15			189.28					D	2	U	B	A
USGS	363033101440701	GW	1958-07-20			189.19					D	2	U	B	A
USGS	363033101440701	GW	1958-07-25			189.22					D	2	U	B	A
USGS	363033101440701	GW	1958-07-31			189.15					D	2	U	B	A
USGS	363033101440701	GW	1958-08-05			189.16					D	2	U	B	A
USGS	363033101440701	GW	1958-08-10			189.18					D	2	U	B	A
USGS	363033101440701	GW	1958-08-15			189.17					D	2	U	B	A
USGS	363033101440701	GW	1958-08-20			189.26					D	2	U	B	A
USGS	363033101440701	GW	1958-08-25			189.19					D	2	U	B	A
USGS	363033101440701	GW	1958-08-31			189.16					D	2	U	B	A
USGS	363033101440701	GW	1958-09-04			189.19					D	2	U	S	A
USGS	363033101440701	GW	1958-09-05			189.20					D	2	U	B	A
USGS	363033101440701	GW	1958-09-10			189.17					D	2	U	B	A
USGS	363033101440701	GW	1958-09-15			189.20					D	2	U	B	A
USGS	363033101440701	GW	1958-09-20			189.13					D	2	U	B	A
USGS	363033101440701	GW	1958-09-25			189.34					D	2	U	B	A
USGS	363033101440701	GW	1958-09-30			189.38					D	2	U	B	A
USGS	363033101440701	GW	1958-10-05			189.14					D	2	U	B	A
USGS	363033101440701	GW	1958-10-10			189.43					D	2	U	B	A
USGS	363033101440701	GW	1958-10-15			189.22					D	2	U	B	A
USGS	363033101440701	GW	1958-10-20			189.08					D	2	U	B	A
USGS	363033101440701	GW	1958-10-25			189.38					D	2	U	B	A
USGS	363033101440701	GW	1958-10-31			189.31					D	2	U	B	A
USGS	363033101440701	GW	1958-11-05			189.23					D	2	U	B	A
USGS	363033101440701	GW	1958-11-12			189.24					D	2	U	S	A
USGS	363033101440701	GW	1958-11-15			189.01					D	2	U	B	A
USGS	363033101440701	GW	1958-11-20			189.40					D	2	U	B	A
USGS	363033101440701	GW	1958-11-25			189.29					D	2	U	B	A
USGS	363033101440701	GW	1958-11-30			189.30					D	2	U	B	A
USGS	363033101440701	GW	1958-12-05			189.30					D	2	U	B	A
USGS	363033101440701	GW	1958-12-10			189.35					D	2	U	B	A
USGS	363033101440701	GW	1958-12-15			189.32					D	2	U	B	A
USGS	363033101440701	GW	1958-12-20			189.33					D	2	U	B	A
USGS	363033101440701	GW	1958-12-25			189.15					D	2	U	B	A
USGS	363033101440701	GW	1958-12-31			189.41					D	2	U	B	A
USGS	363033101440701	GW	1959-01-05			189.18					D	2	U	B	A
USGS	363033101440701	GW	1959-01-10			189.25					D	2	U	B	A
USGS	363033101440701	GW	1959-01-15			189.29					D	2	U	B	A
USGS	363033101440701	GW	1959-01-20			189.18					D	2	U	B	A
USGS	363033101440701	GW	1959-01-25			189.14					D	2	U	B	A
USGS	363033101440701	GW	1959-01-31			189.38					D	2	U	B	A
USGS	363033101440701	GW	1959-02-05			189.35					D	2	U	B	A
USGS	363033101440701	GW	1959-02-10			189.35					D	2	U	S	A
USGS	363033101440701	GW	1959-02-15			189.35					D	2	U	B	A
USGS	363033101440701	GW	1959-02-20			189.38					D	2	U	B	A
USGS	363033101440701	GW	1959-02-25			189.22					D	2	U	B	A
USGS	363033101440701	GW	1959-03-05			189.20					D	2	U	B	A
USGS	363033101440701	GW	1959-03-10			189.17					D	2	U	B	A
USGS	363033101440701	GW	1959-03-15			189.39					D	2	U	B	A
USGS	363033101440701	GW	1959-03-20			189.37					D	2	U	B	A
USGS	363033101440701	GW	1959-03-25			189.17					D	2	U	B	A
USGS	363033101440701	GW	1959-03-31			189.11					D	2	U	B	A
USGS	363033101440701	GW	1959-04-05			189.18					D	2	U	B	A
USGS	363033101440701	GW	1959-04-10			188.93					D	2	U	S	A
USGS	363033101440701	GW	1959-04-15			188.93					D	2	U	B	A
USGS	363033101440701	GW	1959-04-20			189.34					D	2	U	B	A
USGS	363033101440701	GW	1959-04-25			189.11					D	2	U	B	A
USGS	363033101440701	GW	1959-04-30			189.11					D	2	U	B	A
USGS	363033101440701	GW	1959-05-05			189.24					D	2	U	B	A
USGS	363033101440701	GW	1959-05-10			189.09					D	2	U	B	A
USGS	363033101440701	GW	1959-05-13			189.40					D	2	U	S	A
USGS	363033101440701	GW	1959-05-15			189.17					D	2	U	B	A
USGS	363033101440701	GW	1959-05-20			189.18					D	2	U	B	A
USGS	363033101440701	GW	1959-05-25			189.07					D	2	U	B	A
USGS	363033101440701	GW	1959-05-31			189.09					D	2	U	B	A
USGS	363033101440701	GW	1959-06-05			189.16					D	2	U	B	A
USGS	363033101440701	GW	1959-06-09			189.12					D	2	U	S	A
USGS	363033101440701	GW	1959-06-10			189.03					D	2	U	B	A
USGS	363033101440701	GW	1959-06-15			189.10					D	2	U	B	A
USGS	363033101440701	GW	1959-06-20			189.24					D	2	U	B	A
USGS	363033101440701	GW	1959-06-25			189.07					D	2	U	B	A
USGS	363033101440701	GW	1959-07-10			189.19					D	2	U	B	A
USGS	363033101440701	GW	1959-07-15			189.15					D	2	U	B	A
USGS	363033101440701	GW	1959-07-20			189.17					D	2	U	B	A
USGS	363033101440701	GW	1959-07-25			189.19					D	2	U	B	A
USGS	363033101440701	GW	1959-07-31			189.30					D	2	U	B	A
USGS	363033101440701	GW	1959-08-05			189.15					D	2	U	B	A
USGS	363033101440701	GW	1959-08-10			189.16					D	2	U	B	A
USGS	363033101440701	GW	1959-08-12			189.16					D	2	U	S	A
USGS	363033101440701	GW	1959-08-15			189.16					D	2	U	B	A
USGS	363033101440701	GW	1959-08-20			189.19					D	2	U	B	A
USGS	363033101440701	GW	1959-08-25			189.20					D	2	U	B	A
USGS	363033101440701	GW	1959-08-31			189.20					D	2	U	B	A
USGS	363033101440701	GW	1959-09-05			189.10					D	2	U	B	A
USGS	363033101440701	GW	1959-09-10			189.48					D	2	U	B	A
USGS	363033101440701	GW	1959-09-15			189.00					D	2	U	B	A
USGS	363033101440701	GW	1959-09-20			189.15					D	2	U	B	A
USGS	363033101440701	GW	1959-09-25			189.13					D	2	U	B	A
USGS	363033101440701	GW	1959-09-30			189.29					D	2	U	B	A
USGS	363033101440701	GW	1959-10-05			189.22					D	2	U	B	A
USGS	363033101440701	GW	1959-10-10			189.38					D	2	U	B	A
USGS	363033101440701	GW	1959-10-12			189.13					D	2	U	S	A
USGS	363033101440701	GW	1959-10-15			189.17					D	2	U	B	A
USGS	363033101440701	GW	1959-10-20			189.14					D	2	U	B	A
USGS	363033101440701	GW	1959-10-25			189.10					D	2	U	B	A
USGS	363033101440701	GW	1959-10-31			189.41					D	2	U	B	A
USGS	363033101440701	GW	1959-11-05			189.55					D	2	U	B	A
USGS	363033101440701	GW	1959-11-10			189.19					D	2	U	B	A
USGS	363033101440701	GW	1959-11-12			188.94					D	2	U	S	A
USGS	363033101440701	GW	1959-11-15			189.14					D	2	U	B	A
USGS	363033101440701	GW	1959-11-20			189.19					D	2	U	B	A
USGS	363033101440701	GW	1959-11-25			189.28					D	2	U	B	A
USGS	363033101440701	GW	1959-11-30			189.28					D	2	U	B	A
USGS	363033101440701	GW	1959-12-05			189.38					D	2	U	B	A
USGS	363033101440701	GW	1959-12-10			189.07					D	2	U	B	A
USGS	363033101440701	GW	1959-12-15			189.26					D	2	U	B	A
USGS	363033101440701	GW	1959-12-20			189.23					D	2	U	B	A
USGS	363033101440701	GW	1959-12-25			189.01					D	2	U	B	A
USGS	363033101440701	GW	1959-12-31			189.18					D	2	U	B	A
USGS	363033101440701	GW	1960-01-05			189.29					D	2	U	B	A
USGS	363033101440701	GW	1960-01-10			189.15					D	2	U	B	A
USGS	363033101440701	GW	1960-01-15			189.30					D	2	U	B	A
USGS	363033101440701	GW	1960-01-20			189.32					D	2	U	B	A
USGS	363033101440701	GW	1960-01-25			189.03					D	2	U	B	A
USGS	363033101440701	GW	1960-01-31			189.06					D	2	U	B	A
USGS	363033101440701	GW	1960-02-05			189.28					D	2	U	B	A
USGS	363033101440701	GW	1960-02-10			189.17					D	2	U	S	A
USGS	363033101440701	GW	1960-02-15			189.22					D	2	U	B	A
USGS	363033101440701	GW	1960-02-20			189.19					D	2	U	B	A
USGS	363033101440701	GW	1960-02-25			189.13					D	2	U	B	A
USGS	363033101440701	GW	1960-02-29			189.35					D	2	U	B	A
USGS	363033101440701	GW	1960-03-05			189.20					D	2	U	B	A
USGS	363033101440701	GW	1960-03-10			189.28					D	2	U	B	A
USGS	363033101440701	GW	1960-03-15			189.03					D	2	U	B	A
USGS	363033101440701	GW	1960-03-20			189.28					D	2	U	B	A
USGS	363033101440701	GW	1960-03-25			189.15					D	2	U	B	A
USGS	363033101440701	GW	1960-03-31			189.00					D	2	U	B	A
USGS	363033101440701	GW	1960-04-05			189.22					D	2	U	B	A
USGS	363033101440701	GW	1960-04-10			189.11					D	2	U	B	A
USGS	363033101440701	GW	1960-04-15			189.12					D	2	U	B	A
USGS	363033101440701	GW	1960-04-20			189.17					D	2	U	B	A
USGS	363033101440701	GW	1960-04-25			189.20					D	2	U	B	A
USGS	363033101440701	GW	1960-04-30			189.39					D	2	U	B	A
USGS	363033101440701	GW	1960-05-05			189.24					D	2	U	B	A
USGS	363033101440701	GW	1960-05-10			189.30					D	2	U	B	A
USGS	363033101440701	GW	1960-05-15			189.12					D	2	U	B	A
USGS	363033101440701	GW	1960-05-20			189.37					D	2	U	B	A
USGS	363033101440701	GW	1960-05-25			189.39					D	2	U	B	A
USGS	363033101440701	GW	1960-05-31			189.13					D	2	U	B	A
USGS	363033101440701	GW	1960-06-05			189.28					D	2	U	B	A
USGS	363033101440701	GW	1960-06-10			189.28					D	2	U	B	A
USGS	363033101440701	GW	1960-06-15			189.09					D	2	U	B	A
USGS	363033101440701	GW	1960-06-20			189.15					D	2	U	B	A
USGS	363033101440701	GW	1960-06-25			189.24					D	2	U	B	A
USGS	363033101440701	GW	1960-06-30			189.28					D	2	U	B	A
USGS	363033101440701	GW	1960-07-05			189.33					D	2	U	B	A
USGS	363033101440701	GW	1960-07-10			189.10					D	2	U	B	A
USGS	363033101440701	GW	1960-07-15			189.22					D	2	U	B	A
USGS	363033101440701	GW	1960-07-20			189.23					D	2	U	B	A
USGS	363033101440701	GW	1960-07-25			189.20					D	2	U	B	A
USGS	363033101440701	GW	1960-07-31			189.21					D	2	U	B	A
USGS	363033101440701	GW	1960-08-05			189.19					D	2	U	B	A
USGS	363033101440701	GW	1960-08-15			189.06					D	2	U	S	A
USGS	363033101440701	GW	1960-08-20			189.16					D	2	U	B	A
USGS	363033101440701	GW	1960-08-25			189.27					D	2	U	B	A
USGS	363033101440701	GW	1960-08-31			189.21					D	2	U	B	A
USGS	363033101440701	GW	1960-09-05			189.11					D	2	U	B	A
USGS	363033101440701	GW	1960-09-10			189.17					D	2	U	B	A
USGS	363033101440701	GW	1960-09-15			189.25					D	2	U	B	A
USGS	363033101440701	GW	1960-09-20			189.18					D	2	U	B	A
USGS	363033101440701	GW	1960-09-25			189.26					D	2	U	B	A
USGS	363033101440701	GW	1960-09-30			189.26					D	2	U	B	A
USGS	363033101440701	GW	1960-10-05			189.22					D	2	U	B	A
USGS	363033101440701	GW	1960-10-10			189.24					D	2	U	B	A
USGS	363033101440701	GW	1960-10-15			189.40					D	2	U	B	A
USGS	363033101440701	GW	1960-10-20			189.29					D	2	U	B	A
USGS	363033101440701	GW	1960-10-25			189.25					D	2	U	B	A
USGS	363033101440701	GW	1960-10-31			189.24					D	2	U	B	A
USGS	363033101440701	GW	1960-11-05			189.49					D	2	U	B	A
USGS	363033101440701	GW	1960-11-10			189.38					D	2	U	B	A
USGS	363033101440701	GW	1960-11-15			189.23					D	2	U	B	A
USGS	363033101440701	GW	1960-11-20			189.32					D	2	U	B	A
USGS	363033101440701	GW	1960-11-25			189.09					D	2	U	B	A
USGS	363033101440701	GW	1960-11-30			189.36					D	2	U	B	A
USGS	363033101440701	GW	1960-12-05			189.40					D	2	U	B	A
USGS	363033101440701	GW	1960-12-10			189.12					D	2	U	B	A
USGS	363033101440701	GW	1960-12-15			189.33					D	2	U	B	A
USGS	363033101440701	GW	1960-12-20			189.38					D	2	U	B	A
USGS	363033101440701	GW	1960-12-25			189.24					D	2	U	B	A
USGS	363033101440701	GW	1960-12-31			189.15					D	2	U	B	A
USGS	363033101440701	GW	1961-01-05			189.17					D	2	U	B	A
USGS	363033101440701	GW	1961-01-10			189.25					D	2	U	B	A
USGS	363033101440701	GW	1961-01-15			189.23					D	2	U	B	A
USGS	363033101440701	GW	1961-01-20			189.28					D	2	U	B	A
USGS	363033101440701	GW	1961-01-25			189.14					D	2	U	S	A
USGS	363033101440701	GW	1961-01-31			189.20					D	2	U	B	A
USGS	363033101440701	GW	1961-02-05			189.34					D	2	U	B	A
USGS	363033101440701	GW	1961-02-10			189.21					D	2	U	B	A
USGS	363033101440701	GW	1961-02-15			189.28					D	2	U	B	A
USGS	363033101440701	GW	1961-02-20			189.22					D	2	U	S	A
USGS	363033101440701	GW	1961-02-25			189.22					D	2	U	B	A
USGS	363033101440701	GW	1961-02-28			189.29					D	2	U	B	A
USGS	363033101440701	GW	1961-03-05			189.15					D	2	U	B	A
USGS	363033101440701	GW	1961-03-10			189.21					D	2	U	B	A
USGS	363033101440701	GW	1961-03-15			189.12					D	2	U	B	A
USGS	363033101440701	GW	1961-03-20			189.28					D	2	U	B	A
USGS	363033101440701	GW	1961-03-25			189.05					D	2	U	B	A
USGS	363033101440701	GW	1961-03-31			189.21					D	2	U	B	A
